"";"year";"disaster.group";"disaster.subgroup";"disaster.type";"disaster.subtype";"country";"deaths";"total_affected"
"307";1926;"Natural";"Meteorological";"Storm";"Tropical cyclone";"Bangladesh";0;0
"308";1927;"Natural";"Geophysical";"Earthquake (seismic activity)";"Earthquake (ground shaking)";"Ethiopia";0;0
"309";1927;"Natural";"Geophysical";"Earthquake (seismic activity)";"Earthquake (ground shaking)";"China P Rep";2e+05;0
"310";1927;"Natural";"Geophysical";"Earthquake (seismic activity)";"Earthquake (ground shaking)";"Japan";2925;0
"311";1927;"Natural";"Geophysical";"Earthquake (seismic activity)";"Earthquake (ground shaking)";"Indonesia";50;50
"312";1927;"Natural";"Geophysical";"Earthquake (seismic activity)";"Earthquake (ground shaking)";"Jordan";242;0
"313";1927;"Natural";"Geophysical";"Earthquake (seismic activity)";"Tsunami";"Japan";2925;0
"314";1927;"Natural";"Hydrological";"Flood";"--";"Algeria";3000;0
"315";1927;"Natural";"Hydrological";"Flood";"--";"United States";246;0
"316";1927;"Natural";"Meteorological";"Storm";"Local storm";"United States";87;0
"317";1927;"Natural";"Meteorological";"Storm";"Tropical cyclone";"China P Rep";5000;0
"318";1927;"Natural";"Meteorological";"Storm";"Tropical cyclone";"India";685;40010
"319";1927;"Technological";"Technological";"Industrial Accident";"Explosion";"Belgium";26;0
"320";1927;"Technological";"Technological";"Miscellaneous accident";"Fire";"Canada";76;0
"321";1928;"Natural";"Climatological";"Drought";"Drought";"China P Rep";3e+06;0
"322";1928;"Natural";"Geophysical";"Earthquake (seismic activity)";"Earthquake (ground shaking)";"Chile";220;0
"323";1928;"Natural";"Geophysical";"Earthquake (seismic activity)";"Earthquake (ground shaking)";"Turkey";50;209
"324";1928;"Natural";"Geophysical";"Earthquake (seismic activity)";"Earthquake (ground shaking)";"Bulgaria";107;0
"325";1928;"Natural";"Geophysical";"Earthquake (seismic activity)";"Earthquake (ground shaking)";"Romania";0;0
"326";1928;"Natural";"Geophysical";"Earthquake (seismic activity)";"Earthquake (ground shaking)";"Greece";103;0
"327";1928;"Natural";"Geophysical";"Earthquake (seismic activity)";"Tsunami";"Canada";27;0
"328";1928;"Natural";"Geophysical";"Earthquake (seismic activity)";"Tsunami";"Indonesia";128;0
"329";1928;"Natural";"Hydrological";"Flood";"--";"India";36;2000
"330";1928;"Natural";"Hydrological";"Flood";"--";"Belgium";0;6000
"331";1928;"Natural";"Meteorological";"Storm";"Local storm";"Poland";82;0
"332";1928;"Natural";"Meteorological";"Storm";"Local storm";"Romania";6;0
"333";1928;"Natural";"Meteorological";"Storm";"Tropical cyclone";"Guadeloupe";2000;0
"334";1928;"Natural";"Meteorological";"Storm";"Tropical cyclone";"Montserrat";0;0
"335";1928;"Natural";"Meteorological";"Storm";"Tropical cyclone";"Puerto Rico";300;0
"336";1928;"Natural";"Meteorological";"Storm";"Tropical cyclone";"St Kitts and Nevis";0;0
"337";1928;"Natural";"Meteorological";"Storm";"Tropical cyclone";"United States";1836;0
"338";1928;"Technological";"Technological";"Miscellaneous accident";"Collapse";"United States";400;0
"339";1928;"Technological";"Technological";"Transport Accident";"Air";"Brazil";24;0
"340";1928;"Technological";"Technological";"Transport Accident";"Water";"Canada";115;0
"341";1929;"Natural";"Climatological";"Wildfire";"Scrub/grassland fire";"Mexico";60;0
"342";1929;"Natural";"Geophysical";"Earthquake (seismic activity)";"Earthquake (ground shaking)";"Iran Islam Rep";3300;1121
"343";1929;"Natural";"Geophysical";"Earthquake (seismic activity)";"Earthquake (ground shaking)";"New Zealand";17;0
"344";1929;"Natural";"Geophysical";"Volcano";"Volcanic eruption";"Guatemala";5000;0
"345";1929;"Natural";"Meteorological";"Storm";"Local storm";"Germany Fed Rep";0;0
"346";1929;"Natural";"Meteorological";"Storm";"Tropical cyclone";"Bahamas";0;0
"347";1929;"Technological";"Technological";"Industrial Accident";"Explosion";"Belgium";38;20
"348";1929;"Technological";"Technological";"Transport Accident";"Air";"United States";14;0
"349";1929;"Technological";"Technological";"Transport Accident";"Rail";"Belgium";20;76
"350";1930;"Natural";"Biological";"Insect infestation";"Locust";"Niger";0;0
"351";1930;"Natural";"Geophysical";"Earthquake (seismic activity)";"Earthquake (ground shaking)";"Japan";0;0
"352";1930;"Natural";"Geophysical";"Earthquake (seismic activity)";"Earthquake (ground shaking)";"Myanmar";536;0
"353";1930;"Natural";"Geophysical";"Earthquake (seismic activity)";"Earthquake (ground shaking)";"Iran Islam Rep";2500;0
"354";1930;"Natural";"Geophysical";"Earthquake (seismic activity)";"Earthquake (ground shaking)";"Soviet Union";151;208
"355";1930;"Natural";"Geophysical";"Earthquake (seismic activity)";"Earthquake (ground shaking)";"Italy";1883;10000
"356";1930;"Natural";"Geophysical";"Earthquake (seismic activity)";"Tsunami";"Papua New Guinea";11;0
"357";1930;"Natural";"Geophysical";"Volcano";"Volcanic eruption";"Indonesia";1369;0
"358";1930;"Natural";"Hydrological";"Flood";"General flood";"Belgium";0;0
"359";1930;"Natural";"Meteorological";"Storm";"--";"Belgium";60;0
"360";1930;"Natural";"Meteorological";"Storm";"Local storm";"Greece";22;0
"361";1930;"Natural";"Meteorological";"Storm";"Tropical cyclone";"Dominica";2000;0
"362";1930;"Natural";"Meteorological";"Storm";"Tropical cyclone";"Dominican Rep";2000;12000
"363";1930;"Technological";"Technological";"Industrial Accident";"Explosion";"Belgium";25;19
"364";1930;"Technological";"Technological";"Miscellaneous accident";"Fire";"United States";317;0
"365";1930;"Technological";"Technological";"Transport Accident";"Air";"United States";16;0
"366";1930;"Technological";"Technological";"Transport Accident";"Air";"Czechoslovakia";12;0
"367";1930;"Technological";"Technological";"Transport Accident";"Air";"France";48;0
"368";1931;"Natural";"Climatological";"Drought";"Drought";"Canada";0;25000
"369";1931;"Natural";"Geophysical";"Earthquake (seismic activity)";"Earthquake (ground shaking)";"Nicaragua";1000;0
"370";1931;"Natural";"Geophysical";"Earthquake (seismic activity)";"Earthquake (ground shaking)";"Soviet Union";231;882
"371";1931;"Natural";"Geophysical";"Earthquake (seismic activity)";"Earthquake (ground shaking)";"New Zealand";256;11000
"372";1931;"Natural";"Geophysical";"Earthquake (seismic activity)";"Tsunami";"Solomon Is";50;0
"373";1931;"Natural";"Geophysical";"Volcano";"Volcanic eruption";"Indonesia";1300;0
"374";1931;"Natural";"Hydrological";"Flood";"General flood";"China P Rep";3700000;0
"375";1931;"Natural";"Hydrological";"Mass movement wet";"Landslide";"Ecuador";190;0
"376";1931;"Natural";"Meteorological";"Storm";"Tropical cyclone";"Belize";1500;0
"377";1931;"Natural";"Meteorological";"Storm";"Tropical cyclone";"Honduras";1500;0
"378";1931;"Natural";"Meteorological";"Storm";"Tropical cyclone";"Philippines";0;0
"379";1931;"Natural";"Meteorological";"Storm";"Tropical cyclone";"Fiji";200;0
"380";1931;"Technological";"Technological";"Industrial Accident";"Explosion";"Belgium";17;0
"381";1931;"Technological";"Technological";"Transport Accident";"Water";"France";500;0
"382";1932;"Complex Disasters";"Complex Disasters";"Complex Disasters";"--";"Soviet Union";5e+06;0
"383";1932;"Natural";"Biological";"Epidemic";"Bacterial Infectious Diseases";"Jamaica";16;0
"384";1932;"Natural";"Geophysical";"Earthquake (seismic activity)";"Earthquake (ground shaking)";"China P Rep";70000;0
"385";1932;"Natural";"Geophysical";"Earthquake (seismic activity)";"Earthquake (ground shaking)";"Indonesia";6;3075
"386";1932;"Natural";"Meteorological";"Storm";"Local storm";"United States";332;0
"387";1932;"Natural";"Meteorological";"Storm";"Tropical cyclone";"Cuba";2500;0
"388";1932;"Natural";"Meteorological";"Storm";"Tropical cyclone";"Puerto Rico";225;0
"389";1932;"Natural";"Meteorological";"Storm";"Tropical cyclone";"United States";40;0
"390";1932;"Natural";"Meteorological";"Storm";"Tropical cyclone";"Philippines";147;2500
"391";1932;"Technological";"Technological";"Industrial Accident";"Explosion";"Belgium";17;0
"392";1933;"Natural";"Climatological";"Drought";"Drought";"United States";0;0
"393";1933;"Natural";"Geophysical";"Earthquake (seismic activity)";"Earthquake (ground shaking)";"United States";116;0
"394";1933;"Natural";"Geophysical";"Earthquake (seismic activity)";"Earthquake (ground shaking)";"China P Rep";10000;0
"395";1933;"Natural";"Geophysical";"Earthquake (seismic activity)";"Tsunami";"Japan";6064;0
"396";1933;"Natural";"Hydrological";"Flood";"General Flood";"Jamaica";53;0
"397";1933;"Natural";"Hydrological";"Flood";"General flood";"China P Rep";18000;3600000
"398";1933;"Natural";"Meteorological";"Storm";"Tropical cyclone";"Jamaica";10;0
"399";1933;"Natural";"Meteorological";"Storm";"Tropical cyclone";"Trinidad and Tobago";13;0
"400";1933;"Natural";"Meteorological";"Storm";"Tropical cyclone";"United States";40;0
"401";1933;"Technological";"Technological";"Transport Accident";"Air";"United States";10;0
"402";1933;"Technological";"Technological";"Transport Accident";"Air";"United Kingdom";73;0
"403";1933;"Technological";"Technological";"Transport Accident";"Air";"Soviet Union";15;0
"404";1933;"Technological";"Technological";"Transport Accident";"Air";"Belgium";25;0
"405";1933;"Technological";"Technological";"Transport Accident";"Rail";"France";230;300
"406";1934;"Natural";"Geophysical";"Earthquake (seismic activity)";"Earthquake (ground shaking)";"India";6000;0
"407";1934;"Natural";"Geophysical";"Earthquake (seismic activity)";"Earthquake (ground shaking)";"Nepal";9040;0
"408";1934;"Natural";"Geophysical";"Earthquake (seismic activity)";"Earthquake (ground shaking)";"Romania";0;0
"409";1934;"Natural";"Geophysical";"Earthquake (seismic activity)";"Earthquake (ground shaking)";"Soviet Union";456;1189
"410";1934;"Natural";"Hydrological";"Mass movement wet";"Landslide";"China P Rep";500;0
"411";1934;"Natural";"Meteorological";"Storm";"Tropical cyclone";"El Salvador";2000;0
"412";1934;"Natural";"Meteorological";"Storm";"Tropical cyclone";"Japan";3006;0
"413";1934;"Natural";"Meteorological";"Storm";"Tropical cyclone";"Philippines";85;0
"414";1934;"Technological";"Technological";"Industrial Accident";"Explosion";"Belgium";56;5
"415";1934;"Technological";"Technological";"Miscellaneous accident";"Fire";"Japan";1500;0
"416";1934;"Technological";"Technological";"Transport Accident";"Air";"Germany";12;0
"417";1934;"Technological";"Technological";"Transport Accident";"Air";"Australia";11;0
"418";1934;"Technological";"Technological";"Transport Accident";"Water";"United States";137;0
"419";1935;"Natural";"Biological";"Epidemic";"Bacterial Infectious Diseases";"Uganda";2000;0
"420";1935;"Natural";"Geophysical";"Earthquake (seismic activity)";"Earthquake (ground shaking)";"Taiwan (China)";6110;0
"421";1935;"Natural";"Geophysical";"Earthquake (seismic activity)";"Earthquake (ground shaking)";"Pakistan";60000;0
"422";1935;"Natural";"Hydrological";"Flood";"--";"China P Rep";142000;10030000
"423";1935;"Natural";"Meteorological";"Storm";"--";"India";100;0
"424";1935;"Natural";"Meteorological";"Storm";"Tropical cyclone";"Bahamas";14;0
"425";1935;"Natural";"Meteorological";"Storm";"Tropical cyclone";"Cuba";35;500
"426";1935;"Natural";"Meteorological";"Storm";"Tropical cyclone";"Haiti";2150;0
"427";1935;"Natural";"Meteorological";"Storm";"Tropical cyclone";"Jamaica";0;0
"428";1935;"Natural";"Meteorological";"Storm";"Tropical cyclone";"United States";408;0
"429";1935;"Natural";"Meteorological";"Storm";"Tropical cyclone";"India";60000;0
"430";1935;"Technological";"Technological";"Industrial Accident";"Explosion";"Belgium";10;0
"431";1935;"Technological";"Technological";"Transport Accident";"Air";"Egypt";12;0
"432";1935;"Technological";"Technological";"Transport Accident";"Air";"Honduras";14;0
"433";1935;"Technological";"Technological";"Transport Accident";"Air";"United States";10;0
"434";1935;"Technological";"Technological";"Transport Accident";"Air";"Colombia";17;0
"435";1935;"Technological";"Technological";"Transport Accident";"Air";"United Kingdom";11;0
"436";1935;"Technological";"Technological";"Transport Accident";"Air";"Soviet Union";49;0
"437";1935;"Technological";"Technological";"Transport Accident";"Air";"Italy";12;0
"438";1935;"Technological";"Technological";"Transport Accident";"Air";"Germany";11;0
"439";1935;"Technological";"Technological";"Transport Accident";"Air";"Switzerland";13;0
"440";1935;"Technological";"Technological";"Transport Accident";"Rail";"Germany Fed Rep";30;27
"441";1936;"Natural";"Climatological";"Extreme temperature";"Heat wave";"Canada";500;0
"442";1936;"Natural";"Climatological";"Extreme temperature";"Heat wave";"United States";1193;0
"443";1936;"Natural";"Geophysical";"Earthquake (seismic activity)";"Earthquake (ground shaking)";"Indonesia";26;20
"444";1936;"Natural";"Hydrological";"Flood";"--";"United States";200;0
"445";1936;"Natural";"Hydrological";"Mass movement wet";"Landslide";"Norway";73;0
"446";1936;"Natural";"Meteorological";"Storm";"Local storm";"United States";455;0
"447";1936;"Natural";"Meteorological";"Storm";"Tropical cyclone";"Korea Rep";1104;0
"448";1936;"Natural";"Meteorological";"Storm";"Tropical cyclone";"Myanmar";1000;150000
"449";1936;"Natural";"Meteorological";"Storm";"Tropical cyclone";"Philippines";517;0
"450";1936;"Natural";"Meteorological";"Storm";"Tropical cyclone";"India";233;0
"451";1936;"Technological";"Technological";"Industrial Accident";"Explosion";"India";205;0
"452";1936;"Technological";"Technological";"Industrial Accident";"Explosion";"Belgium";26;30
"453";1936;"Technological";"Technological";"Transport Accident";"Air";"Mexico";14;0
"454";1936;"Technological";"Technological";"Transport Accident";"Air";"United States";56;0
"455";1936;"Technological";"Technological";"Transport Accident";"Air";"Bolivia";13;0
"456";1936;"Technological";"Technological";"Transport Accident";"Air";"United Kingdom";26;0
"457";1936;"Technological";"Technological";"Transport Accident";"Air";"Germany";11;0
"458";1936;"Technological";"Technological";"Transport Accident";"Rail";"Canada";22;20
"459";1937;"Natural";"Geophysical";"Mass movement dry";"Landslide";"Jamaica";40;0
"460";1937;"Natural";"Geophysical";"Volcano";"Volcanic eruption";"Papua New Guinea";506;7500
"461";1937;"Natural";"Hydrological";"Flood";"--";"Jamaica";111;0
"462";1937;"Natural";"Hydrological";"Flood";"--";"United States";137;0
"463";1937;"Natural";"Meteorological";"Storm";"Tropical cyclone";"Hong Kong (China)";11000;0
"464";1937;"Natural";"Meteorological";"Storm";"Tropical cyclone";"Philippines";231;0
"465";1937;"Natural";"Meteorological";"Storm";"Tropical cyclone";"Bangladesh";0;0
"466";1937;"Technological";"Technological";"Miscellaneous accident";"Fire";"China P Rep";658;0
"467";1937;"Technological";"Technological";"Transport Accident";"Air";"Algeria";12;0
"468";1937;"Technological";"Technological";"Transport Accident";"Air";"United States";43;0
"469";1937;"Technological";"Technological";"Transport Accident";"Air";"Belgium";26;0
"470";1937;"Technological";"Technological";"Transport Accident";"Air";"Germany";46;0
"471";1937;"Technological";"Technological";"Transport Accident";"Rail";"India";107;0
"472";1938;"Natural";"Geophysical";"Earthquake (seismic activity)";"Earthquake (ground shaking)";"Indonesia";17;4710
"473";1938;"Natural";"Geophysical";"Earthquake (seismic activity)";"Earthquake (ground shaking)";"Turkey";149;800
"474";1938;"Natural";"Hydrological";"Flood";"--";"Japan";933;0
"475";1938;"Natural";"Hydrological";"Flood";"Flash flood";"New Zealand";21;0
"476";1938;"Natural";"Hydrological";"Mass movement wet";"Landslide";"United States";200;0
"477";1938;"Natural";"Meteorological";"Storm";"Tropical cyclone";"United States";600;0
"478";1938;"Natural";"Meteorological";"Storm";"Tropical cyclone";"Philippines";305;0
"479";1938;"Technological";"Technological";"Industrial Accident";"Other";"Canada";20;0
"480";1938;"Technological";"Technological";"Miscellaneous accident";"Fire";"Canada";20;200
"481";1938;"Technological";"Technological";"Transport Accident";"Air";"Gambia The";11;0
"482";1938;"Technological";"Technological";"Transport Accident";"Air";"United States";41;0
"483";1938;"Technological";"Technological";"Transport Accident";"Air";"China P Rep";14;0
"484";1938;"Technological";"Technological";"Transport Accident";"Air";"Japan";10;0
"485";1938;"Technological";"Technological";"Transport Accident";"Air";"Philippines";15;0
"486";1938;"Technological";"Technological";"Transport Accident";"Air";"Romania";14;0
"487";1938;"Technological";"Technological";"Transport Accident";"Air";"United Kingdom";14;0
"488";1938;"Technological";"Technological";"Transport Accident";"Air";"Soviet Union";13;0
"489";1938;"Technological";"Technological";"Transport Accident";"Air";"Italy";54;0
"490";1938;"Technological";"Technological";"Transport Accident";"Air";"Germany";16;0
"491";1938;"Technological";"Technological";"Transport Accident";"Air";"Germany Fed Rep";20;0
